gene_id,S1.c2,S10.c2,S11.c2,S12.c2,S2.c2,S3.c2,S4.c2,S5.c2,S6.c2,S7.c2,S8.c2,S9.c2
Mylk2,0,3,3,5,0,0,0,0,7,3,7,0
Cry2,1734,2305,1650,1556,1423,897,1120,998,866,1119,1798,2229
Mir6419,0,0,0,0,0,0,0,0,0,0,0,0
Trim44,3777,4167,3522,2689,3485,1655,3521,3353,3664,2732,5714,3750
Snai1,3086,2726,2703,2082,2131,937,2043,3484,3438,2363,6423,2885
4921507L20Rik,0,3,0,0,5,0,2,0,0,2,9,0
Vstm2l,0,0,0,0,0,0,0,0,0,0,0,0
Ccndbp1,958,1085,885,711,800,389,699,761,865,625,1231,1039
Uckl1os,0,4,0,0,0,0,0,0,2,2,0,2
Olfr1506,0,0,0,0,0,0,0,0,0,0,0,0
Nanp,103,163,120,106,128,61,96,138,198,123,187,156
Otor,0,0,0,0,0,0,0,0,0,0,0,3
Bend7,26,23,41,20,20,16,40,26,18,19,40,28
Surf2,330,452,381,377,366,142,354,386,381,270,619,443
Slc2a4rg-ps,279,311,267,297,263,103,207,171,169,120,375,275
Zfp217,1137,1386,1096,1038,953,458,922,1102,1301,867,1910,1335
Sun5,0,0,0,0,0,0,0,0,0,0,0,0
Mir297b,0,0,0,0,0,0,0,0,0,0,0,0
Zc3h15,1183,1400,1232,960,1162,502,1172,1591,1659,1045,2221,1177
Lrrc57,603,758,649,514,561,270,582,520,560,484,738,733
Lrrc55,19,45,31,21,28,8,19,25,40,19,34,37
Atf2,1470,1881,1465,1117,1094,683,1329,1316,1325,1190,1934,1765
Abtb2,1020,1080,1020,819,749,486,847,858,822,507,1311,1136
Nr4a2,7912,10034,5032,4486,6631,3210,7915,5904,4498,5146,8644,5272
Gm14420,3842,5837,3616,2992,3351,1399,2671,2267,1820,2237,5310,4065
Gm14393,0,0,0,0,0,0,12,0,0,9,32,31
Gm14391,462,0,0,0,360,0,442,0,500,0,0,748
Olfr1038-ps,0,0,0,0,0,0,0,0,0,0,0,0
Olfr339,0,0,0,0,0,0,0,0,0,0,0,0
Il15ra,189,306,196,251,183,66,180,263,388,287,611,298
Lbp,1282,1986,1544,1517,1438,739,1611,1775,1801,1768,3372,1763
Olfr1189,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1188,0,0,0,0,0,0,0,0,0,0,0,0
Inpp5e,1138,1349,1095,883,1005,426,761,877,982,681,1490,1215
Olfr1183,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1182,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1181,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1180,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1186,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1184,0,0,0,0,0,0,0,0,0,0,0,0
Plagl2,585,674,532,476,493,248,493,554,581,354,876,660
Eng,3784,4270,4079,3471,3548,1626,3272,3978,3894,2802,6662,4505
Obp2b,0,0,0,0,0,0,0,0,0,0,0,0
Obp2a,0,0,0,0,0,0,0,0,0,0,0,0
Rc3h2,964,1264,934,833,1278,532,1148,974,1102,914,1642,1094
Timm10,137,150,153,132,116,52,114,203,240,153,339,157
Plekha3,854,1006,846,619,770,384,776,796,922,621,1317,894
Olfr1231,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1230,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1233,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1232,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1234,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1239,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1238,0,0,0,0,0,0,0,0,0,0,0,0
Mbd5,820,910,773,659,642,384,792,746,815,584,1347,981
Aurka,53,79,64,40,40,15,56,240,464,287,352,56
Usp6nl,1511,1444,1280,820,920,554,1051,1387,1389,943,2143,1417
Prpf6,2112,2350,2172,1607,1594,835,1831,1863,2015,1343,3067,2199
Shc4,89,143,129,70,66,31,90,167,267,118,254,89
Phpt1,808,1039,812,626,760,364,728,829,974,577,1295,823
Trmt6,325,449,347,291,315,122,337,495,524,429,869,396
Cstl1,0,0,0,0,0,0,0,0,0,0,0,0
Pkp4,1094,985,839,546,802,432,923,615,828,493,1011,878
Snap25,0,0,0,0,0,0,0,0,0,0,0,0
Ninl,637,869,699,643,634,278,606,679,778,471,1255,789
Mir5129,1,1,1,1,1,1,1,1,1,1,1,1
Sox18,91,48,37,28,27,36,18,69,44,9,67,93
Wt1,8,168,36,89,156,22,49,47,166,31,49,194
Traf6,942,1147,1007,715,801,420,886,862,766,630,1272,1114
Fitm2,538,441,426,303,313,204,388,346,374,272,553,577
Sox12,201,157,139,147,178,60,151,410,590,334,689,189
Phf21a,1665,1734,1661,1281,1031,818,1508,1291,1488,1125,2471,1853
Slc34a3,0,0,0,0,0,0,0,0,0,0,0,0
Rgs19,325,362,332,259,290,132,332,460,616,302,707,346
Fermt1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1284,0,0,0,0,0,0,0,0,0,0,0,0
Abhd16b,0,0,0,0,0,0,2,0,0,0,0,0
Mcm10,0,7,2,0,7,0,3,139,277,129,180,3
Ergic3,4278,5170,4794,3594,4189,1951,4209,4393,4923,3125,6443,5117
Gfra4,20,49,36,5,32,20,18,24,34,13,37,60
8030411F24Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930515L03Rik,0,0,0,0,0,0,0,0,0,0,0,0
Lrp2,3,25,2,7,2,0,2,7,44,2,27,5
Traf1,63,99,50,57,70,14,51,131,297,98,252,74
Traf2,799,1022,910,693,753,339,683,864,922,614,1579,970
Clic3,5,31,10,0,4,4,6,9,17,3,10,11
Lrp4,22658,21700,18124,14016,16123,7941,17676,14546,10244,12521,28800,21529
Btbd18,0,0,0,0,0,0,0,0,0,0,0,0
Zscan29,935,1000,896,623,754,376,740,677,712,540,1124,949
Snora43,0,3,3,4,1,0,1,3,0,2,3,1
Acp2,3313,3793,3271,2090,2596,1259,2803,3010,3207,2291,4635,3718
1700010B08Rik,0,0,0,0,0,0,0,0,0,0,0,0
Chrna4,2,4,0,3,4,0,0,7,7,7,0,4
Mir3098,0,0,0,0,0,0,0,0,0,0,0,0
Chrna1,0,6,0,0,0,0,4,4,0,9,13,0
Acoxl,9,6,0,0,2,2,12,0,5,0,6,0
Mir3091,4,4,3,5,3,3,2,5,12,5,7,3
Zfyve19,454,465,411,340,371,175,340,359,434,286,627,462
Matn4,852,681,779,617,538,341,512,584,450,246,620,781
Klhl23,269,248,194,128,226,87,207,245,320,196,355,195
Tmco5,0,0,0,0,0,0,0,0,0,0,0,0
Enkur,12,24,6,10,6,3,17,15,7,6,24,25
Ube2v1,2784,3047,2622,2143,2605,1209,2551,3480,4082,2584,5394,2987
Tfap2c,0,0,0,0,0,0,0,0,0,0,0,0
Mir684-1,60,95,46,48,146,26,55,68,95,77,111,76
Olfr1042,0,0,0,0,0,0,0,0,0,0,0,0
Spred1,2382,2533,2153,1602,2246,1136,2046,2745,3218,2030,4198,2485
BC029214,509,570,437,468,464,187,373,342,348,293,544,486
Rag2,0,0,0,0,0,0,0,0,0,0,0,0
Rag1,0,0,0,0,0,0,0,0,0,0,0,0
Upf2,1118,1271,1071,862,1008,511,1131,1031,1162,783,1778,1283
Actr5,331,353,284,283,232,107,252,189,244,169,515,346
Btbd3,3022,2985,1678,1784,2281,1244,2171,1926,1092,1573,2856,3027
Adamtsl2,24830,14972,14339,11040,17552,9007,19309,16139,10994,15591,28553,14395
Kiz,673,824,662,526,601,297,590,610,615,413,826,751
Galnt13,0,0,0,0,0,0,0,0,0,0,0,0
Frzb,13,45,71,49,13,12,44,56,112,34,40,59
Mtg2,451,530,439,363,358,160,341,376,387,238,534,473
Mllt10,1393,1440,1316,1052,1100,588,1232,1190,1137,903,2004,1463
AU019990,0,0,0,0,0,0,0,0,0,0,0,0
Kin,294,419,290,283,324,104,279,270,289,195,469,295
Mir695,0,0,0,0,0,0,0,0,0,0,0,0
Mir126,0,0,0,0,0,0,0,1,0,0,1,0
Kif16b,877,1021,866,565,677,368,813,722,873,608,1078,981
Phgr1,0,0,0,0,0,0,0,0,0,0,0,0
Ptgis,11434,13078,11064,8797,9209,4618,9230,9801,7982,9395,17567,11952
AI646519,0,0,4,0,0,0,2,0,0,0,0,0
Fibin,1266,1289,1370,1141,1170,758,1145,1313,1172,1026,2028,1690
Ddx31,258,294,297,222,284,111,312,340,331,216,523,269
Catsper2,30,40,38,36,31,18,23,23,42,27,63,28
Olfr259,0,0,0,0,0,0,0,0,0,0,0,0
6530402F18Rik,481,508,489,391,314,184,350,411,467,246,638,532
Pnpla7,572,634,602,564,507,238,383,494,525,483,848,736
Lcn10,0,0,0,0,0,0,0,0,0,0,0,0
Lcn12,0,0,0,0,0,0,0,0,0,0,0,0
Bambi-ps1,37,51,22,25,34,17,21,27,22,14,45,34
Slc39a12,0,0,0,0,0,0,0,0,0,0,0,0
Slc39a13,2291,2148,2052,1656,2204,910,1972,2170,2631,1466,3588,2245
Nsun6,185,263,174,155,128,73,177,201,181,136,340,196
Nacc2,1541,1449,1384,1014,1359,683,1612,1389,1590,1033,2457,1636
Adrm1,1828,1946,1640,1534,1611,690,1530,2031,2191,1548,3472,1798
Lrrc4c,14,22,11,17,13,7,4,33,53,38,43,12
Hoxd8,2,15,5,14,24,0,7,5,10,3,0,15
Hoxd9,0,4,0,0,0,0,0,0,0,0,0,0
Hoxd4,0,6,0,5,2,0,3,1,4,0,0,6
Eef1a2,6,11,18,29,3,0,7,6,8,0,0,21
Zfp120,284,337,253,197,267,126,207,293,275,204,391,282
Hoxd3,41,38,36,35,31,8,28,31,36,23,62,47
Il1f9,0,0,0,5,3,0,0,0,5,4,13,0
Il1f8,0,0,0,0,0,0,0,0,0,0,0,0
Rabl6,2207,2465,2140,1851,1920,868,1929,2033,2398,1489,3488,2303
Slc30a4,1207,1342,1174,873,1092,601,1195,1301,1476,963,1891,1397
Mybl2,22,15,22,33,28,16,16,165,395,136,244,31
Ckap2l,20,26,9,13,37,7,24,359,761,362,526,19
Il1f5,0,0,0,0,0,0,0,0,0,0,0,0
Pank2,1159,1345,1088,1094,1191,576,1258,1133,1226,793,1842,1280
Bpi,0,0,0,0,0,0,0,0,0,0,0,0
Ucma,0,0,0,0,0,0,0,0,0,0,0,0
Frmd4a,1506,1517,1149,952,1161,501,1187,1448,1723,1205,2142,1326
Olfr347,0,0,0,0,0,0,0,0,0,0,0,0
Gm5424,102,180,194,116,122,61,0,206,341,104,256,141
Crls1,360,427,288,281,389,190,400,406,448,321,582,376
Cables2,1014,974,1017,792,909,344,941,911,946,621,1540,1010
Pcna,1473,2113,1634,1182,1334,702,1504,2313,3274,1783,3291,1681
Fbn1,55742,55749,49952,45855,58034,26572,71899,76688,92911,68310,136388,60690
Mcts2,125,166,103,108,109,43,117,143,126,115,265,118
Nup188,1580,1663,1507,1139,1384,649,1429,1893,2467,1403,3393,1590
Prokr2,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-8,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-9,0,0,0,0,0,0,0,0,0,0,0,0
Lpin3,1055,1049,843,879,768,389,742,681,675,601,1130,1005
Mir467a-1,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-2,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-4,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-5,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-7,0,0,0,0,0,0,0,0,0,0,0,0
A930006I01Rik,0,2,0,0,3,0,0,0,0,0,0,0
Cse1l,1377,1488,1188,919,1372,638,1385,1809,2266,1298,2446,1458
Zmynd19,295,362,271,231,313,142,309,352,464,255,584,307
Tpx2,49,55,53,20,58,12,64,653,1456,642,995,42
Bub1b,105,131,64,88,83,38,89,545,1158,465,749,148
Sdcbp2,0,6,15,0,12,0,3,8,7,12,22,13
1700017J07Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm14092,0,0,0,0,0,0,0,0,0,0,0,0
Hspa12b,696,725,596,661,769,329,670,452,490,369,698,727
Ppp1r26,209,183,204,130,163,69,140,182,209,118,304,202
Olfr1120,0,0,0,0,0,0,0,0,0,0,0,0
Slc43a3,29453,33890,25262,19907,23298,13443,23593,19263,14449,16860,31730,30227
Olfr1123,0,0,0,0,0,0,0,0,0,0,0,0
Slc43a1,538,713,615,652,589,290,520,528,609,453,829,764
Olfr1089,0,0,0,0,0,0,0,0,0,0,0,0
Cpxm1,14797,20863,16038,11179,16152,5977,12697,17064,19697,11804,23095,17170
Myl9,1560,1661,1359,1089,1810,621,1741,1289,1911,1207,2038,1206
Olfr1245,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1246,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1247,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1240,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1241,0,0,0,0,0,0,0,0,0,0,0,0
6430710C18Rik,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1243,0,0,0,0,0,0,0,0,0,0,0,0
Gorasp2,4286,4748,4073,3075,3660,1653,3876,4904,5454,3724,7907,4438
Olfr1248,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1249,0,0,0,0,0,0,0,0,0,0,0,0
Abca2,2420,2931,2468,2110,2227,1073,2195,1258,1403,916,1994,2816
Olfr52,0,0,0,0,0,0,0,0,0,0,0,0
Dnajc24,249,252,209,198,216,95,197,265,259,182,373,273
Hnf4a,0,0,0,0,0,0,0,0,0,0,0,0
Csrp2bp,885,842,826,690,783,380,769,867,1058,670,1414,881
Cdan1,615,682,577,543,579,261,631,690,721,488,1062,702
Hspa5,31163,38190,35812,22416,26679,12401,25595,39303,41811,19692,62694,31263
Abcb11,0,0,0,0,0,0,0,5,0,0,8,0
Fam83c,0,0,0,0,0,0,0,0,0,0,0,0
Pigu,617,762,624,416,640,264,586,675,807,498,1038,732
Tnnc2,0,0,0,0,0,0,0,0,0,0,0,0
Caprin1,4709,5067,4617,3486,4379,2147,4572,7121,8974,4992,10371,4945
H2afb1,1,0,0,0,0,0,1,2,0,0,0,0
Acss2,990,1274,1060,750,781,411,751,738,731,523,1054,1145
Acss1,131,190,107,95,88,51,109,116,108,52,134,100
B230118H07Rik,293,452,368,208,361,120,298,350,394,212,437,400
Ciao1,1110,1296,1166,941,951,484,932,1046,1199,825,1491,1348
Nespas,0,0,0,0,0,0,0,0,13,3,4,0
Arhgap15,120,155,140,82,103,52,96,77,72,64,146,148
Tpd52l2,2425,3102,2739,1987,2252,1051,2251,2186,2281,1575,3291,3015
Tox2,3,4,9,0,11,0,7,5,4,10,11,8
Scrn3,384,510,369,294,327,177,299,331,366,236,438,391
Ptpn1,2284,2294,2078,1743,1927,872,1926,2472,2813,1689,4422,2261
Rab14,3508,4108,3267,2447,3661,1620,3246,3793,4094,2795,5295,3718
Mir3087,0,0,0,0,0,0,1,0,0,0,0,0
Accsl,0,0,0,0,0,0,0,0,0,0,0,0
Orc4,580,694,491,409,631,315,578,642,575,492,774,631
Mir3088,0,0,0,0,0,0,0,0,0,0,0,0
Vapb,3523,3935,3371,2459,3423,1453,3263,2936,3312,2194,4513,3534
Ctnnd1,7949,7702,6854,5033,5792,3130,6834,6922,7739,4978,11010,8084
Gdf5,0,0,0,0,3,0,0,0,3,0,0,0
Cd302,4404,6098,4851,3528,4428,2272,4543,3838,3483,3008,6611,5400
Rad51,46,29,21,23,27,8,39,154,325,161,239,35
Mfap1b,2736,3107,2851,2001,2144,1087,2211,1959,2173,1467,3226,2988
Mfap1a,3205,3695,3377,2363,2576,1324,2619,2387,2661,1796,3825,3520
Lypd6,0,0,2,0,0,0,0,3,0,0,0,0
Rbl1,168,292,222,154,132,66,188,444,738,460,682,231
Sptan1,16188,19895,16611,12759,15164,7057,16589,15460,17045,12482,28848,19017
Ttl,1320,1363,1282,972,1084,576,1258,998,1109,681,1352,1331
Fmn1,265,353,319,242,213,97,252,336,523,303,527,331
Serping1,102128,124188,113258,88446,99256,49405,102001,109758,98547,96107,207242,122870
Hypk,876,1094,989,737,927,321,819,1081,1301,914,1722,971
Zfp341,226,185,154,130,130,71,149,157,154,121,245,190
Skida1,82,96,85,60,64,38,80,66,87,69,138,83
Epb4.1l1,1450,1790,1435,1108,1219,881,1450,1286,1796,961,2000,1708
Zfp345,4,0,0,0,5,0,0,0,0,2,5,0
Nrarp,20,14,16,10,8,6,7,11,8,3,10,18
Nxt1,212,293,237,200,215,104,195,331,372,224,487,282
Rnf208,24,20,23,23,15,6,11,6,5,14,24,22
Sh2d3c,209,234,212,211,185,124,108,177,133,139,367,302
Tmem8c,36,22,21,11,23,11,32,66,33,72,140,13
Sycp2,0,6,3,0,0,0,0,2,0,0,4,0
Dlx1,0,0,0,4,0,0,0,2,0,0,4,0
Dlx2,0,0,0,0,0,0,0,0,0,0,0,0
Gfi1b,0,0,0,0,0,0,0,0,0,0,0,0
1700054M17Rik,0,0,0,0,0,0,0,0,0,0,0,0
Ap5s1,371,427,322,310,291,151,293,372,343,283,562,369
Fcna,0,0,0,0,0,0,0,0,0,0,0,0
Il1f10,0,0,0,0,0,0,0,2,4,0,0,0
Sgk2,0,0,0,0,0,0,0,0,0,0,0,0
Ctsa,5499,6475,6123,4741,4973,2231,4901,5111,5835,3647,7540,6247
Vav2,1590,1544,1364,1037,1052,600,1194,1458,1524,1250,2928,1592
Ctsz,5958,7070,6706,5179,5595,2599,5697,5099,5739,3589,7583,6956
Rexo4,954,1052,958,814,828,424,830,899,1085,604,1703,1033
Gpr176,231,402,393,220,221,69,190,957,1349,692,1436,308
Metap1d,660,872,693,697,668,282,700,560,492,402,1026,655
Hoxd12,0,0,0,0,0,0,0,0,0,0,0,0
Cenpb,5248,5350,4598,3893,4878,2042,4850,4396,5327,3905,6795,4880
Hoxd10,0,0,0,0,0,0,0,0,0,0,0,0
Hoxd11,0,0,0,0,0,0,0,0,0,0,0,0
Snord67,0,0,0,0,0,0,0,0,0,0,0,0
Rpusd2,91,103,117,78,81,41,76,97,80,70,160,113
Ckap5,1882,2203,1875,1378,1663,791,1828,1999,2749,1794,3565,2073
Bbs5,182,266,209,157,194,90,181,185,184,143,268,229
Ptges2,399,440,354,350,365,172,401,518,535,344,821,442
Nudt5,248,276,267,208,231,107,211,407,545,286,590,265
Scn9a,0,0,0,0,0,0,0,0,0,0,0,0
Trim69,5,15,10,4,7,3,8,34,20,18,44,3
Prkra,572,734,581,460,568,235,556,657,684,488,925,657
Fbln7,275,866,870,698,370,213,407,321,327,186,294,789
Accs,436,530,414,350,357,144,295,335,301,269,664,460
Olfr1272,0,0,0,0,0,0,0,0,0,0,0,0
Gnas,33443,36852,30114,23563,30663,13423,29666,29727,34665,22438,43682,33321
Pkn3,31,21,6,20,28,4,11,63,124,46,107,26
Evx2,0,0,0,0,0,0,0,0,0,0,0,0
Ythdf1,1830,1942,1693,1412,1588,844,1665,1743,1940,1283,2632,1880
Napb,114,146,102,87,91,57,94,76,71,76,135,117
Snrpb,3090,3776,3153,2597,2959,1323,2772,3408,3983,2439,5159,3474
Ppp1r1c,0,0,0,0,0,0,0,0,0,0,0,0
4930529M08Rik,0,0,0,0,0,0,0,0,0,0,0,0
Mir7674,2,1,3,2,2,1,2,1,1,2,2,2
Spata5l1,198,148,179,161,166,68,155,186,219,106,268,147
Mir7678,0,1,1,1,0,1,0,1,1,1,1,1
Angpt4,170,186,174,147,221,115,197,114,121,73,137,212
Fam171a1,6250,6099,5481,3748,4993,2418,5168,5063,5007,3448,6889,6177
4930440I19Rik,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc15a,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc15b,0,0,0,0,0,0,0,0,0,0,0,0
Cds2,6034,2602,5790,4421,4854,2635,5319,4364,3932,3260,7713,7245
Slc2a10,1119,1280,1046,847,1105,454,1040,1095,1047,737,1699,1103
Cox4i2,5,8,6,0,5,8,13,13,18,5,16,13
Scn2a1,612,582,539,403,460,207,541,375,413,283,565,663
Fam107b,140,176,152,152,173,101,234,170,220,161,258,213
Alkbh3,484,649,459,439,416,188,424,527,526,449,869,537
Entpd6,164,221,180,159,187,78,185,230,331,184,395,167
Esf1,567,789,547,411,501,242,537,591,651,530,988,615
Entpd2,2602,3431,3916,4325,3460,2239,4072,1678,1908,1363,2182,4384
Hspa14,786,1003,822,645,699,326,792,1004,1205,804,1745,837
Entpd8,0,0,0,0,0,0,0,0,0,0,0,0
Zbtb43,685,754,646,555,624,232,485,519,620,410,940,692
Tor1a,810,943,846,654,764,391,722,801,897,558,1155,856
Zbtb46,189,195,206,210,164,89,166,203,238,146,394,202
Tor1b,2277,2604,2396,1794,1938,930,1949,2080,2261,1457,3176,2543
Map1lc3a,2738,2967,2419,2107,2229,1189,2507,1763,1672,1295,2641,2770
Olfr1257,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1256,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1255,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1254,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1253,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1252,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1251,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1250,0,0,0,0,0,0,0,0,0,0,0,0
Cyct,0,0,0,0,0,0,0,0,0,0,0,0
Gpat2,0,0,5,0,5,0,3,2,14,0,0,0
Olfr1259,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1258,0,0,0,0,0,0,0,0,0,0,0,0
Gm14405,0,0,0,0,0,0,0,36,25,0,0,0
Gm14403,862,1292,791,587,1002,305,712,819,743,712,1263,900
A930004D18Rik,262,187,194,131,203,86,205,236,287,217,350,212
Necab3,17,27,13,38,36,12,26,14,21,24,28,47
Phyhd1,1520,1849,1368,1381,1215,568,1079,1102,799,882,2450,1608
Slc9a8,1346,1700,1300,1260,1197,514,1073,1113,1111,880,2053,1427
Nsmf,3056,3320,3026,2640,2745,1217,2498,2439,2443,1798,3891,3244
Mgme1,400,455,495,340,436,176,364,311,372,198,449,511
Elmo2,3335,3449,3006,2747,3012,1488,3224,2689,3089,1870,4496,3526
4930555B11Rik,0,0,0,0,0,0,0,0,0,0,0,0
4833423E24Rik,0,0,0,0,0,0,0,0,0,0,0,0
Slc13a3,0,0,0,0,0,0,0,0,0,0,8,0
Pramel6,0,0,0,0,0,0,0,0,0,0,0,0
Pramel7,0,0,0,0,0,0,0,0,0,0,0,0
9630028H03Rik,0,0,0,0,0,0,0,0,0,0,0,0
Ctnnbl1,951,983,830,717,808,362,768,842,959,641,1467,980
Lrrc8a,2196,2076,1951,1688,1868,937,1842,2010,2202,1619,3585,2216
Mavs,1205,1375,1120,930,1049,479,1051,963,1061,720,1532,1260
Pofut1,3647,4165,3694,2661,3393,1601,3261,2868,3027,2089,4201,4388
Taf3,761,744,708,459,529,307,601,510,507,389,862,723
Sqrdl,2874,3728,3163,2353,2589,1372,2737,2230,2110,1694,3610,3649
Mastl,10,22,11,20,13,7,24,112,256,150,152,31
Gtsf1l,4,0,3,0,0,0,0,0,0,0,5,0
Phospho2,353,499,421,311,372,161,346,392,409,261,565,432
Anapc1,4990,5961,4881,3751,4375,2106,4732,5232,6269,4216,8517,5670
Fam217b,174,196,154,95,102,61,141,158,175,125,243,206
Lcn11,0,0,0,0,0,0,0,0,0,0,0,0
Mir3967,0,0,0,0,0,0,0,0,0,0,0,0
Mal,4,4,2,0,5,0,7,3,5,0,6,5
Mir3963,0,0,0,1,0,0,0,0,0,0,0,0
Slc28a2,0,0,0,0,0,0,0,0,3,0,3,2
Etohi1,511,685,368,348,376,191,302,373,367,295,743,367
Eif6,1234,1381,1209,993,1069,484,1116,1712,2203,1365,2995,1308
Gm13293,29,24,17,5,17,2,15,21,24,26,54,21
AA467197,0,0,0,2,0,0,2,62,113,70,112,6
Rbm43,698,998,765,604,665,284,681,715,771,562,1110,846
Aplnr,54,49,52,31,40,17,16,39,38,23,54,76
Rbm45,604,615,524,468,441,195,436,604,688,411,844,569
Rapgef4,102,87,78,62,50,28,48,25,31,22,41,117
Rapgef1,3534,3770,3415,2877,3243,1635,3331,3297,3573,2539,5424,4058
Ppdpf,778,882,767,617,770,295,689,698,831,429,962,877
Nostrin,476,501,463,280,340,169,355,307,263,278,558,456
Dpp4,287,585,493,953,619,321,566,320,264,234,336,1046
Dpp7,1193,1594,1581,1319,1227,573,1147,935,1072,676,1400,1668
Ptpmt1,474,612,492,336,434,220,437,487,581,425,805,563
Prnd,0,0,0,0,0,0,0,0,0,0,0,0
BC061194,15,18,5,0,0,0,0,3,0,0,0,7
Foxa2,8,5,3,8,7,4,6,5,3,3,6,0
Disp2,15,11,13,7,4,13,7,31,35,34,74,29
Sp9,0,0,0,0,3,0,0,0,0,0,0,0
Mir1902,1,1,1,1,1,1,1,1,1,1,1,1
Ccdc32,487,600,488,338,423,181,452,403,418,301,697,569
1700084E18Rik,4,8,1,3,4,1,4,7,8,9,12,5
Sp3,3239,2950,2970,2173,1883,1434,3046,2733,2476,2104,4140,3472
Epc2,1325,1628,1404,1089,1172,665,1221,1188,1126,918,1762,1508
Sp5,0,6,0,4,0,0,3,7,26,5,3,0
Ccdc34,267,354,296,229,225,127,236,331,515,279,457,309
Csrnp3,0,5,3,4,3,3,3,0,0,4,0,5
Col5a1,36895,29099,29487,26414,34012,16876,40867,49393,67250,35147,68743,32397
Macrod2,72,74,70,44,82,33,84,62,82,43,94,71
Gtf3c5,1218,1323,1088,879,900,476,920,1034,1106,502,1740,1237
Gtf3c4,1397,1484,1471,1052,1194,540,1264,1485,1778,918,2027,1500
Coq4,183,207,162,155,119,62,147,184,264,156,298,202
Ttll11,25,21,29,11,10,7,5,18,28,19,38,21
Pxmp4,682,851,698,519,573,299,649,580,611,446,774,803
Mc3r,0,0,0,0,0,0,0,0,0,0,0,0
Endog,236,267,266,219,193,101,165,190,163,141,303,298
Tbr1,0,0,0,0,3,0,0,0,0,0,2,0
Gm561,115,175,137,107,124,63,140,126,132,107,174,173
Surf1,1249,1551,1251,969,1018,493,1036,936,836,746,1595,1478
Trpm7,2612,3145,2562,2134,2446,1335,2763,2678,2871,2403,4387,2919
AU015228,62,76,55,40,41,25,40,64,73,40,99,64
Surf4,8224,9200,8192,5742,7268,3325,7918,11562,13547,8285,19195,8656
Surf6,500,555,518,445,479,204,457,540,626,396,937,543
Katnbl1,366,447,343,323,415,186,439,388,424,365,568,406
Cops2,946,1188,986,688,1567,831,909,1255,1376,943,1667,1048
Kcnq2,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa2,642,531,442,257,611,89,385,276,297,140,167,361
Mir10b,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1061,0,0,0,0,0,0,0,0,0,0,0,0
Il1rn,0,8,23,10,0,0,0,177,299,60,58,3
4930412B13Rik,0,0,0,0,0,0,0,0,0,0,0,0
Zfp106,5712,5961,5328,3933,4465,2364,5132,4889,5420,3851,8650,6039
Hck,17,10,0,5,3,3,12,33,67,48,123,4
Wipf1,2858,2666,2516,2278,1349,1392,2742,2149,2425,1804,3230,2883
Cobll1,372,386,400,296,254,145,250,248,341,215,486,471
Sel1l2,0,0,0,0,0,0,0,0,0,0,0,0
Ralgapb,2423,2748,2319,1929,2133,1097,2460,2150,2350,1796,3565,2661
Prex1,305,289,359,329,256,185,280,242,266,280,386,356
Ube2l6,1352,1823,1477,1036,1389,681,1373,2292,2715,1958,3983,1690
Olfr348,0,0,0,0,0,0,0,0,0,0,0,0
Gm3230,31,30,14,25,22,11,29,11,13,12,23,24
Olfr346,0,0,0,0,0,0,0,0,0,0,0,0
